point_type,station_name,lat,lng,member_casual,total_rides
start,Public Rack - Wells St & Lake St,41.886,-87.634,member,56
start,Wells St & Randolph St,41.884,-87.633,member,20
start,Clark St & Elm St,41.903,-87.633,member,157
start,Wentworth Ave & 35th St,41.831,-87.633,member,1154
start,Wentworth Ave & 35th St,41.831,-87.632,member,17
start,LaSalle St & Jackson Blvd,41.878,-87.632,member,11788
start,Clark St & Elm St,41.903,-87.632,member,303
start,Clark St & Elm St,41.903,-87.631,member,18261
start,LaSalle St & Jackson Blvd,41.878,-87.631,member,6
start,Vincennes Ave & 75th St,41.758,-87.631,member,6
start,Theater on the Lake,41.926,-87.631,member,11954
start,Dearborn St & Division St,41.904,-87.63,member,5133
start,Dearborn St & Adams St,41.879,-87.63,member,7337
start,Dearborn St & Monroe St,41.881,-87.63,member,6575
start,Federal St & Polk St,41.872,-87.63,member,11697
start,Dearborn St & Madison St,41.882,-87.63,member,2811
start,Dearborn St & Adams St 2,41.88,-87.629,member,1612
start,Dearborn St & Van Buren St,41.876,-87.629,member,4634
start,Wabash Ave & Grand Ave,41.891,-87.627,member,13056
start,State St & 35th St,41.831,-87.627,member,1471
start,State St & 29th St,41.842,-87.627,member,271
start,DuSable Lake Shore Dr & North Blvd,41.912,-87.627,member,14887
start,Rush St & Superior St,41.896,-87.626,member,9013
start,Wabash Ave & Grand Ave,41.892,-87.626,member,9
start,Rush St & Superior St,41.895,-87.626,member,36
start,Wabash Ave & Wacker Pl,41.887,-87.626,member,4135
start,Wabash Ave & Jackson Blvd,41.878,-87.626,member,1547
start,Michigan Ave & Madison St,41.882,-87.626,member,103
start,State St & 45th St,41.813,-87.626,member,68
start,Michigan Ave & Madison St,41.882,-87.625,member,4273
start,Michigan Ave & Ida B Wells Dr,41.876,-87.624,member,3114
start,Michigan Ave & 9th St,41.871,-87.624,member,180
start,Public Rack - Michigan Ave & Wacker Dr (South),41.888,-87.624,member,66
start,Millennium Park,41.881,-87.624,member,8569
start,Buckingham Fountain,41.87,-87.624,member,4804
start,Michigan Ave & 8th St,41.873,-87.624,member,6214
start,Michigan Ave & 14th St,41.864,-87.624,member,7569
start,Michigan Ave & Pearson St,41.898,-87.624,member,3897
start,Michigan Ave & Pearson St,41.897,-87.624,member,11
start,St. Clair St & Erie St,41.894,-87.623,member,12533
start,Stetson Ave & South Water St,41.887,-87.623,member,254
start,Wabash Ave & 87th St,41.737,-87.623,member,89
start,Mies van der Rohe Way & Chestnut St,41.899,-87.622,member,8953
start,Mies van der Rohe Way & Chicago Ave,41.897,-87.622,member,8084
start,Buckingham Fountain,41.876,-87.621,member,82
start,Columbus Dr & Randolph St,41.885,-87.62,member,13518
start,Columbus Dr & Randolph St,41.884,-87.62,member,33
start,Calumet Ave & 18th St,41.858,-87.619,member,5217
start,Michigan Ave & Jackson Blvd,41.875,-87.619,member,1
start,Prairie Ave & Garfield Blvd,41.795,-87.619,member,741
start,McClurg Ct & Erie St,41.895,-87.619,member,6
start,Field Museum,41.865,-87.618,member,2349
start,Calumet Ave & 35th St,41.831,-87.618,member,633
start,Calumet Ave & 33rd St,41.835,-87.618,member,2249
start,McClurg Ct & Ohio St,41.893,-87.618,member,77
start,McClurg Ct & Ohio St,41.892,-87.618,member,22
start,Field Blvd & South Water St,41.886,-87.618,member,7852
start,Field Blvd & South Water St,41.887,-87.618,member,12
start,McClurg Ct & Ohio St,41.891,-87.617,member,2
start,McClurg Ct & Erie St,41.894,-87.617,member,1
start,MLK Jr Dr & Pershing Rd,41.825,-87.617,member,713
start,Public Rack - King Dr & Oakwood Blvd,41.823,-87.616,member,16
start,MLK Jr Dr & 47th St,41.81,-87.616,member,319
start,Public Rack - Washington Park Ct & 51st St,41.802,-87.615,member,26
start,Martin Luther King Dr & 87th St,41.737,-87.614,member,54
start,Rhodes Ave & 32nd St,41.836,-87.614,member,2093
start,Rhodes Ave & 32nd St,41.837,-87.613,member,45
start,Public Rack - Champlain Ave & 65th St,41.776,-87.609,member,16
start,Public Rack - Langley Ave & 49th St,41.805,-87.609,member,46
start,Chicago State University,41.719,-87.608,member,83
start,Cottage Grove Ave & 49th St,41.806,-87.607,member,230
start,Evans Ave & 75th St,41.758,-87.606,member,41
start,Cottage Grove Ave & 63rd St,41.781,-87.606,member,640
start,Cottage Grove Ave & 67th St,41.774,-87.606,member,313
start,Cottage Grove Ave & 78th St,41.753,-87.605,member,170
start,Ellis Ave & 60th St,41.785,-87.601,member,12001
start,Ellis Ave & 53rd St,41.799,-87.601,member,4680
start,University Ave & 57th St,41.791,-87.6,member,15618
start,University Ave & 57th St,41.792,-87.6,member,28
start,Woodlawn Ave & Lake Park Ave,41.814,-87.597,member,584
start,Woodlawn Ave & 55th St,41.795,-87.596,member,6114
start,Public Rack - Woodlawn Ave & 63rd St N,41.781,-87.596,member,238
start,Kimbark Ave & 53rd St,41.8,-87.595,member,182
start,Public Rack - Kimbark Ave & 67th St,41.774,-87.594,member,24
start,Dorchester Ave & 49th St,41.806,-87.592,member,808
start,Lake Park Ave & 47th St,41.809,-87.592,member,1151
start,Cornell Ave & Hyde Park Blvd,41.802,-87.587,member,4310
start,Lake Park Ave & 53rd St,41.8,-87.586,member,38
start,Stony Island Ave & South Chicago Ave,41.751,-87.585,member,13
start,Jeffery Blvd & 67th St,41.774,-87.577,member,247
start,63rd St Beach,41.781,-87.576,member,412
start,Jeffery Blvd & 76th St,41.757,-87.576,member,22
start,Big Marsh Park,41.686,-87.574,member,75
start,Yates Ave & 95th St,41.722,-87.565,member,7
start,Public Rack - South Shore Dr & 71st St,41.766,-87.563,member,135
start,Commercial Ave & 90th St,41.732,-87.552,member,41
start,Commercial Ave & 100th St,41.713,-87.551,member,12
start,Commercial Ave & 130th St,41.659,-87.551,member,3
start,Ewing Ave & 97th St,41.72,-87.535,member,11
start,Ewing Ave & 98th St,41.718,-87.535,member,18
start,Steelworkers Park,41.738,-87.531,member,54
start,Cottage Grove Ave & 111th Pl,41.692,-87.61,member,19
start,Burnham Greenway & 112th St,41.692,-87.531,member,1
start,Ewing Ave & 106th St,41.703,-87.536,member,51
start,Indiana Ave & 103rd St,41.707,-87.618,member,53
start,Public Rack - Lafayette Ave & 95th St,41.722,-87.625,member,8
start,Loomis St & 89th St,41.732,-87.658,member,10
start,Public Rack - 85th Pl & Pulaski Rd,41.737,-87.721,member,1
start,Public Rack - Cottage Grove & 86th St,41.738,-87.605,member,6
start,South Chicago Ave & 83rd St,41.744,-87.575,member,21
start,Stony Island Ave & 82nd St,41.747,-87.586,member,23
start,Public Rack - Aida Food Market,41.75,-87.644,member,3
start,Public Rack - Ingleside Ave & 79th St,41.751,-87.601,member,1
start,Public Rack - Emil G Hirch Metropolitan High School,41.754,-87.602,member,1
start,Public Rack - Kingston Ave & 75th St,41.759,-87.562,member,9
start,Public Rack - S. New England/ W. 65th,41.774,-87.793,member,1
start,Mulligan Ave & Archer Ave,41.793,-87.781,member,17
start,Public Rack - Lockwood & Archer,41.797,-87.755,member,10
start,Public Rack - Hyde Park Blvd & 53rd St,41.8,-87.584,member,14
start,Public Rack - Prairie Ave & 47th St,41.809,-87.619,member,48
start,Public Rack - 532 E 43rd St,41.817,-87.613,member,15
start,Public Rack - Talman Ave & Pershing Rd,41.823,-87.691,member,3
start,California Ave & 36th St,41.828,-87.695,member,41
start,Public Rack - Kedvale Ave & 26th St,41.844,-87.728,member,2
start,California & 16th St,41.859,-87.695,member,14
start,Public Rack - Dearborn St & Jackson Ave,41.878,-87.629,member,17
start,Western Ave & Monroe St,41.881,-87.686,member,5
start,Michigan Ave & Washington St,41.884,-87.624,member,12
start,Wells St & Randolph St,41.885,-87.634,member,25
start,Franklin St & Lake St,41.885,-87.636,member,9
start,N Green St & W Lake St,41.886,-87.649,member,17
start,Stetson Ave & South Water St,41.886,-87.621,member,2
start,St. Clair St & Erie St 1,41.895,-87.622,member,3
start,Public Rack - Orleans St & Chicago Ave,41.896,-87.638,member,9
start,Public Rack - Wabash Ave & Chicago Ave,41.897,-87.627,member,3
start,McClurg Ct & Erie St,41.897,-87.616,member,1
start,Public Rack - Rush St & Oak St,41.901,-87.627,member,6
start,Narragansett Ave & North Ave,41.909,-87.785,member,45
start,Public Rack - Sheffield Ave & Belden Ave,41.923,-87.654,member,14
start,Lincoln Ave & Fullerton Ave,41.924,-87.647,member,4
start,Milwaukee Ave & Fullerton Ave,41.925,-87.7,member,6
start,Logan Blvd & Elston Ave,41.93,-87.684,member,6
start,Pine Grove Ave & Wellington Ave,41.936,-87.642,member,24
start,Mason Ave & Belmont Ave,41.938,-87.773,member,11
start,Roscoe & Harlem,41.942,-87.807,member,14
start,Public Rack - Kedvale Ave & Addison St,41.947,-87.731,member,2
start,Public Rack - Irving Park Rd & Parkside Ave,41.953,-87.689,member,4
start,Public Rack - Neola & Northwest Hwy,41.99,-87.795,member,3
start,Public Rack - Norwood Park Station,41.992,-87.799,member,7
start,California Ave & Granville Ave,41.994,-87.699,member,42
start,Public Rack - Olmstead Ave & Oliphant Ave,42.002,-87.817,member,11
start,Public Rack - Austin Blvd & North Ave,41.909,-87.776,member,6
start,Public Rack - Cicero Ave & North Ave,41.909,-87.746,member,10
start,Keeler Ave & Roosevelt Rd,41.866,-87.73,member,12
start,Public Rack - Pulaski & Ardmore,41.986,-87.728,member,8
start,Public Rack - Pulaski Rd & Roosevelt Rd,41.866,-87.724,member,2
start,Public Rack - Division St & Christiana Ave,41.903,-87.711,member,3
start,Troy Ave & 27th St,41.843,-87.704,member,15
start,Fairfield Ave & Pratt Blvd,42.005,-87.699,member,11
start,Damen Ave & Chicago Ave,41.911,-87.681,member,2
start,Damen Ave & 74th St,41.759,-87.674,member,13
start,Homewood Ave & 115th St,41.685,-87.671,member,6
start,Ashland Ave & 13th St,41.865,-87.666,member,9
start,Public Rack - Ashland Ave & 71st St,41.766,-87.664,member,6
start,Public Rack - Ashland Ave & 76th St,41.756,-87.664,member,2
start,Sheridan Rd & Montrose Ave,41.918,-87.648,member,1
start,Franklin St & Monroe St,41.881,-87.636,member,8
start,Wells St & Randolph St,41.885,-87.633,member,2
start,Public Rack - Wentworth Ave & 103rd St,41.707,-87.628,member,2
start,Michigan Ave & Madison St,41.881,-87.626,member,1
start,State St & 76th St,41.757,-87.625,member,22
start,MLK Jr Dr & Pershing Rd,41.824,-87.617,member,7
start,Public Rack - Langley Ave & Oakwood Blvd,41.823,-87.61,member,13
start,Olive Harvey College,41.71,-87.59,member,3
start,Public Rack - Elston Ave & Gunnison St,41.969,-87.741,member,3
start,Avondale Ave & Irving Park Rd,41.954,-87.732,member,4
start,Public Rack - Central Park Ave & Fillmore St,41.868,-87.715,member,7
start,Whipple St & Roosevelt Rd,41.867,-87.702,member,8
start,Public Rack - California & 82nd,41.745,-87.693,member,1
start,University Library (NU),42.053,-87.674,member,3
start,Eckhart Park,41.897,-87.661,member,6
start,Franklin St & Illinois St,41.889,-87.647,member,1
start,Desplaines St & Jackson Blvd,41.878,-87.645,member,1
start,Michigan Ave & Lake St,41.886,-87.627,member,1
start,Public Rack - State ST & 42nd St,41.819,-87.626,member,7
start,St Clair St & Ohio St,41.892,-87.622,member,1
start,Public Rack - Harriet E Sayre Public School,41.914,-87.799,member,3
start,Public Rack - Mason Ave & Milwaukee Ave,41.986,-87.777,member,2
start,Public Rack - 4810 Keeler Ave,41.968,-87.733,member,3
start,Granville Ave & Pulaski Rd,41.993,-87.729,member,5
start,Public Rack - Pulaski Rd & Armitage Ave,41.917,-87.727,member,14
start,Public Rack - Lawndale Ave & Polk St,41.871,-87.718,member,2
start,Public Rack - Central Park Ave & Fulton Blvd,41.886,-87.716,member,3
start,Public Rack - Kedzie Ave & 61st Pl W,41.782,-87.703,member,2
start,Public Rack - Kedzie & 103rd St - W,41.705,-87.701,member,2
start,Mozart St & Jackson Blvd,41.877,-87.697,member,2
start,Western Ave & Monroe St,41.882,-87.687,member,12
start,Ogden Ave & Roosevelt Rd,41.866,-87.685,member,6
start,Public Rack - Bell Ave & 95th St,41.721,-87.679,member,2
start,Public Rack - Hoyne Ave & 51st St,41.801,-87.677,member,2
start,Clark St & Montrose Ave,41.961,-87.666,member,1
start,Public Rack - Halsted St & 41st St,41.82,-87.646,member,1
start,Cannon Dr & Fullerton Ave,41.927,-87.635,member,2
start,Public Rack - Wentworth Ave & 79th St,41.751,-87.63,member,2
start,Wentworth Ave & 104th St,41.705,-87.629,member,3
start,Morgan St & Lake St*,41.916,-87.627,member,1
start,Fairbanks Ct & Grand Ave,41.891,-87.621,member,6
start,Fairbanks Ct & Grand Ave,41.891,-87.62,member,4
start,Public Rack - 10101 S Stony Island Ave,41.708,-87.581,member,1
start,Public Rack - Brandon Ave & 91st St,41.73,-87.547,member,5
start,Public Rack - Nina Ave & Avondale Ave,41.991,-87.799,member,3
start,Public Rack - 63rd St and Natoma Ave,41.778,-87.788,member,1
start,Major Ave & Addison St,41.946,-87.769,member,6
start,Public Rack - Laramie Ave & Belmont Ave,41.939,-87.756,member,10
start,Public Rack - Kedvale Ave & 63rd St E,41.779,-87.726,member,1
start,Pulaski Rd & 75th St,41.757,-87.722,member,25
start,Public Rack - Pulaski & 84th,41.739,-87.721,member,3
start,Public Rack - Homan Ave & Roosevelt,41.866,-87.711,member,2
start,Public Rack - 111th St - Morgan Park Metra,41.693,-87.671,member,9
start,Paulina St & Division St,41.903,-87.671,member,7
start,Blue Island Ave & 18th St,41.857,-87.661,member,2
start,LaSalle Dr & Huron St,41.889,-87.641,member,2
start,Halsted St & Lake St,41.885,-87.641,member,1
start,Public Rack - Wells St & Lake St,41.886,-87.633,member,1
start,Rush St & Cedar St,41.903,-87.628,member,4
start,Mies van der Rohe Way & Chestnut St,41.898,-87.621,member,2
start,Rhodes Ave & 71st St,41.766,-87.612,member,8
start,Public Rack - Maryland Ave & 87th ST,41.737,-87.604,member,3
start,Public Rack - East End Ave & 87th St,41.737,-87.584,member,1
start,Public Rack - Bensley Ave & 103rd St,41.708,-87.563,member,3
start,Public Rack - Newland Ave & Diversey Ave,41.931,-87.799,member,1
start,Public Rack - Normandy Ave & Archer Ave,41.792,-87.789,member,2
start,Kenosha Ave & Wellington Ave,41.935,-87.734,member,4
start,Public Rack - Avers & Lawrence,41.969,-87.724,member,1
start,Public Rack - Western Ave & 98th St,41.715,-87.682,member,1
start,Public Rack - Western Ave & 110th St,41.694,-87.682,member,3
start,Broadway & Sunnyside Ave,41.964,-87.656,member,2
start,Franklin St & Jackson Blvd,41.879,-87.634,member,2
start,Dearborn St & Van Buren St,41.877,-87.629,member,1
start,Wabash Ave & Wacker Pl,41.886,-87.626,member,2
start,Eberhart Ave & 131st St,41.658,-87.611,member,2
start,Jeffery Blvd & 67th St,41.773,-87.578,member,1
start,Lavergne Ave & 44th St,41.813,-87.749,member,1
start,Public Rack - Avers & Lawrence,41.968,-87.725,member,2
start,Sheffield Ave & Fullerton Ave,41.925,-87.654,member,5
start,Franklin St & Jackson Blvd,41.878,-87.634,member,2
start,State St & Pearson St,41.898,-87.628,member,1
start,Wabash Ave & 9th St,41.871,-87.627,member,1
start,Public Rack - Hamlin Ave & Madison St,41.881,-87.721,member,2
start,California Ave & Francis Pl,41.922,-87.697,member,1
start,Chicago Ave & Washington St,42.032,-87.679,member,2
start,Paulina St & Flournoy St,41.873,-87.67,member,1
start,Racine Ave & 18th St,41.859,-87.657,member,1
start,May St & Taylor St,41.87,-87.656,member,1
start,Jefferson St & Monroe St,41.881,-87.643,member,1
start,Clybourn Ave & Division St,41.904,-87.641,member,2
start,Hamilton Park,41.763,-87.637,member,2
start,Wells St & Hubbard St,41.906,-87.635,member,1
start,LaSalle St & Jackson Blvd,41.877,-87.632,member,1
start,Clark St & Lake St,41.885,-87.631,member,2
start,Wells St & Elm St,41.883,-87.615,member,1
start,Public Rack - Leoti Ave & Central Ave (north),41.998,-87.764,member,2
start,Public Rack - Pulaski Rd & 65th St,41.774,-87.723,member,2
start,Public Rack - Milwaukee Ave & Haussen Ct,41.937,-87.721,member,1
start,Public Rack - Clark St & Diversey Pkwy (North 2),41.934,-87.646,member,2
start,Larrabee St & Kingsbury St,41.898,-87.644,member,3
start,Wacker Dr & Washington St,41.882,-87.638,member,1
start,Eggleston Ave & 92nd St,41.728,-87.635,member,3
start,Public Rack - Wells St & North Ave,41.911,-87.634,member,2
start,State St & Kinzie St,41.888,-87.628,member,2
start,McClurg Ct & Erie St,41.896,-87.619,member,1
start,New St & Illinois St,41.89,-87.617,member,1
start,Columbus Dr & Randolph St,41.884,-87.617,member,1
start,Public Rack - Central Park Ave & 16th St,41.859,-87.716,member,2
start,Public Rack - Homan Ave & 62nd Pl,41.78,-87.708,member,1
start,Damen Ave & Madison St,41.882,-87.675,member,4
start,Sedgwick St & Huron St,41.894,-87.638,member,1
start,Wells St & Institute Pl,41.899,-87.634,member,1
start,Indiana Ave & 40th St,41.822,-87.621,member,3
start,Public Rack - Orville T Bright School,41.7,-87.562,member,2
start,Ave H & 110th St,41.696,-87.533,member,1
start,Public Rack - Cicero Ave & Roscoe St,41.943,-87.747,member,1
start,Public Rack - Albany Ave & 103rd St,41.707,-87.7,member,1
start,California Ave & Lake St,41.885,-87.696,member,2
start,Evanston Civic Center,42.057,-87.686,member,1
start,Wells St & Elm St,41.915,-87.635,member,1
start,Wells St & Polk St,41.872,-87.634,member,1
start,LaSalle Dr & Huron St,41.894,-87.632,member,1
start,Public Rack - Prairie Ave & Garfield Blvd S,41.794,-87.619,member,1
start,Fairbanks Ct & Grand Ave,41.89,-87.616,member,1
start,Public Rack - Saginaw Ave & 93rd St,41.726,-87.559,member,1
start,Public Rack - Leoti Ave & Central Ave (south),41.998,-87.763,member,1
start,Karlov Ave & Armitage Ave,41.918,-87.729,member,1
start,Public Rack - Monticello Ave & Belmont Ave,41.94,-87.719,member,1
start,Sacramento Ave & Lyndale St,41.923,-87.703,member,1
start,Public Rack - Fairfield Ave & 63rd St,41.779,-87.693,member,1
start,Sheffield/Cornelia Corral,41.946,-87.654,member,1
start,Sheffield Ave & Kingsbury St,41.91,-87.653,member,1
start,Clark St & Lake St,41.885,-87.632,member,1
start,Ritchie Ct & Banks St,41.906,-87.629,member,1
start,Michigan Ave & Lake St,41.886,-87.623,member,1
start,Public Rack - Wabash Ave & 87th St,41.736,-87.623,member,2
start,Public Rack - Spaulding Ave & Evergreen Ave,41.906,-87.71,member,1
start,Western Ave & Monroe St,41.882,-87.686,member,1
start,Ada St & Washington Blvd,41.88,-87.667,member,1
start,Green St & Lake St,41.888,-87.65,member,1
start,Dayton St & North Ave,41.91,-87.649,member,2
start,Canal St & Jackson Blvd,41.878,-87.639,member,1
start,LaSalle St & Jackson Blvd,41.877,-87.631,member,1
start,Michigan Ave & Lake St,41.885,-87.624,member,1
start,McClurg Ct & Erie St,41.894,-87.62,member,1
start,Public Rack - Crandon Ave & 80th St,41.75,-87.569,member,1
start,Public Rack - Wentworth Park,41.789,-87.78,member,1
start,Buckingham Fountain,41.876,-87.62,member,1
start,Franklin St & Jackson Blvd,41.919,-87.795,member,1
start,Public Rack - Northwest Hwy & Raven St,41.993,-87.799,member,1
start,Public Rack - McVicker & 52nd,41.798,-87.773,member,1
start,Public Rack - Pulaski & 52nd,41.797,-87.723,member,1
start,Michigan Ave & Madison St,41.883,-87.624,member,1
start,Public Rack - Pullman - Walmart,41.697,-87.598,member,1
start,Public Rack - Ewing Ave & 95th St,41.722,-87.536,member,1
end,Portage Park,41.956,-87.765,member,156
end,Panama Ave & Grace St,41.948,-87.829,member,5
end,Oak Park & Wellington,41.935,-87.796,member,128
end,Lamon Ave & Belmont Ave,41.939,-87.749,member,144
end,Oconto Ave & Belmont Ave,41.938,-87.808,member,27
end,Overhill Ave & Belmont Ave,41.938,-87.819,member,49
end,Harlem Ave & Bloomingdale Ave,41.912,-87.806,member,75
end,Albany Ave & Montrose Ave,41.961,-87.706,member,1626
end,Public Rack - Mango & Higgins,41.972,-87.772,member,87
end,Public Rack - Milwaukee Ave & Catalpa Ave,41.977,-87.769,member,30
end,Kedzie Ave & George St,41.934,-87.707,member,1137
end,Nagle Ave & Belmont Ave,41.939,-87.787,member,34
end,Clark St & Winnemac Ave,41.973,-87.668,member,9384
end,Budlong Woods Library,41.984,-87.696,member,466
end,Milwaukee Ave & Ainslie St,41.969,-87.761,member,1209
end,Grace St & Central Ave,41.95,-87.767,member,68
end,Austin Ave & Milwaukee Ave,41.987,-87.778,member,91
end,Public Rack - Neenah & Dakin,41.952,-87.791,member,15
end,Higgins Ave & Austin Ave,41.973,-87.779,member,111
end,Hampden Ct & Diversey Pkwy,41.932,-87.642,member,5266
end,Public Rack - Jonathan Y Scammon Public School,41.942,-87.732,member,294
end,Milwaukee Ave & Cuyler Ave,41.954,-87.75,member,341
end,Central Ave & Chicago Ave,41.895,-87.765,member,109
end,Central Ave & Lake St,41.888,-87.765,member,139
end,Public Rack - Irving Park Rd & Melvina Ave,41.953,-87.781,member,2
end,Meade Ave & Addison St,41.946,-87.779,member,24
end,Lavergne Ave & Lawrence Ave,41.968,-87.753,member,231
end,Damen Ave & Lake St,41.885,-87.677,member,2754
end,Public Rack - Central Ave & Lawrence Ave,41.968,-87.768,member,37
end,Kostner Ave & Wrightwood Ave,41.928,-87.736,member,314
end,Laramie Ave & Bloomingdale Ave,41.914,-87.756,member,84
end,St Louis Ave & Armitage Ave,41.917,-87.714,member,112
end,Public Rack - Linder & Elston,41.984,-87.766,member,9
end,Broadway & Sheridan Rd,41.953,-87.65,member,9884
end,Wells St & Polk St,41.873,-87.634,member,7650
end,Central Ave & Harrison St,41.873,-87.764,member,21
end,Laramie Ave & Madison St,41.88,-87.755,member,62
end,Lavergne Ave & Diversey Ave,41.931,-87.751,member,85
end,Drake Ave & Montrose Ave,41.961,-87.717,member,827
end,Ravenswood Ave & Lawrence Ave,41.968,-87.674,member,13535
end,California Ave & Granville Ave,41.994,-87.7,member,1043
end,Wood St & Beach Ave,41.908,-87.673,member,7301
end,Long Ave & Belden Ave,41.923,-87.761,member,27
end,Sheffield Ave & Addison St,41.947,-87.654,member,7096
end,Ada St & Washington Blvd,41.883,-87.661,member,4784
end,Cicero Ave & Wellington Ave,41.935,-87.746,member,38
end,Public Rack - Keating & Peterson,41.99,-87.747,member,85
end,Larrabee St & Webster Ave,41.922,-87.644,member,10050
end,Lavergne Ave & Fullerton Ave,41.924,-87.751,member,152
end,Lamon Ave & Chicago Ave,41.895,-87.748,member,52
end,Springfield Ave & North Ave,41.91,-87.724,member,214
end,Monticello Ave & Lawrence Ave,41.969,-87.718,member,560
end,Kedzie Ave & Foster Ave,41.976,-87.709,member,648
end,Kostner Ave & Bryn Mawr Ave,41.983,-87.738,member,153
end,Kedvale Ave & Peterson Ave,41.99,-87.732,member,127
end,Public Rack - Milwaukee Ave & Waveland Ave,41.947,-87.738,member,9
end,Aberdeen St & Randolph St,41.884,-87.654,member,7544
end,Ogden Ave & Race Ave,41.892,-87.659,member,4741
end,Maplewood Ave & Peterson Ave,41.99,-87.693,member,430
end,Campbell Ave & Augusta Blvd,41.9,-87.689,member,1932
end,Dearborn St & Adams St Corral,41.88,-87.63,member,18667
end,Lincoln Ave & Roscoe St*,41.943,-87.671,member,6633
end,Troy St & Elston Ave,41.945,-87.707,member,1720
end,Public Rack - Avers Ave & Irving Park Rd,41.954,-87.724,member,57
end,Shore Dr & 55th St,41.795,-87.581,member,6913
end,Noble St & Ohio St,41.892,-87.662,member,2586
end,N Damen Ave & W Chicago Ave,41.896,-87.679,member,895
end,Milwaukee Ave & Wabansia Ave,41.913,-87.681,member,1415
end,Kostner Ave & Belmont Ave,41.939,-87.737,member,226
end,Public Rack - Lavergne Ave & Belle Plaine Ave,41.955,-87.752,member,39
end,Montrose Harbor,41.964,-87.638,member,8017
end,Tripp Ave & 65th St,41.775,-87.729,member,55
end,Public Rack - Cicero & 64th,41.776,-87.742,member,6
end,Pulaski Rd & 54th St,41.795,-87.724,member,37
end,Komensky Ave & 47th St,41.808,-87.725,member,127
end,Daley Center Plaza,41.884,-87.63,member,16103
end,Richmond St & 59th St,41.786,-87.697,member,102
end,Broadway & Waveland Ave,41.949,-87.649,member,13856
end,Michigan Ave & Washington St,41.884,-87.625,member,11356
end,Malden St & Wilson Ave,41.965,-87.663,member,1525
end,Rockwell St & Fletcher St,41.939,-87.693,member,1253
end,Grace St & Cicero Ave,41.95,-87.747,member,125
end,Broadway & Argyle St,41.974,-87.66,member,4638
end,Peoria St & Jackson Blvd,41.878,-87.65,member,9263
end,Desplaines St & Jackson Blvd,41.878,-87.644,member,8992
end,Kildare Ave & 47th St,41.808,-87.731,member,15
end,Karlov Ave & Fillmore St,41.868,-87.728,member,8
end,Kedzie Ave & Jackson Blvd,41.877,-87.706,member,88
end,Elizabeth St & Randolph St,41.884,-87.659,member,6695
end,Eckhart Park,41.896,-87.661,member,4926
end,Southport Ave & Clybourn Ave,41.921,-87.664,member,2975
end,Public Rack - Webster Ave & Halsted St,41.922,-87.648,member,83
end,Public Rack - Drake Ave & Leland Ave,41.966,-87.717,member,239
end,Marine Dr & Ainslie St,41.972,-87.65,member,4565
end,Public Rack - Campbell Ave & Pratt Blvd,42.005,-87.693,member,71
end,Seminary Ave & Belden Ave,41.923,-87.656,member,1207
end,Damen Ave & Grand Ave,41.892,-87.677,member,3317
end,Lakefront Trail & Wilson Ave,41.967,-87.643,member,3054
end,Granville Ave & Pulaski Rd,41.992,-87.729,member,44
end,21st St & Pulaski Rd,41.853,-87.725,member,32
end,Central Park Ave & 24th St,41.848,-87.715,member,103
end,Lexington St & California Ave,41.872,-87.696,member,202
end,Ashland Ave & Blackhawk St,41.907,-87.667,member,5326
end,Wells St & Concord Ln,41.912,-87.635,member,19118
end,Clark St & Lincoln Ave,41.916,-87.635,member,14499
end,Leavitt St & Armitage Ave,41.918,-87.682,member,3704
end,Sawyer Ave & Fullerton Ave,41.924,-87.709,member,340
end,LaSalle St & Washington St,41.883,-87.632,member,2515
end,California Ave & Altgeld St,41.927,-87.698,member,2224
end,Southport Ave & Belmont Ave,41.939,-87.664,member,6441
end,Addison/Racine Corral,41.947,-87.659,member,804
end,Millard Ave & 26th St,41.845,-87.716,member,171
end,St. Louis & 71st St,41.764,-87.71,member,18
end,Rockwell/Irving Park Hub,41.954,-87.693,member,258
end,California Ave & 23rd Pl,41.849,-87.695,member,303
end,California Ave & 21st St,41.854,-87.696,member,679
end,Racine Ave & 18th St,41.858,-87.656,member,3658
end,Canal St & Adams St,41.879,-87.64,member,15355
end,Carpenter St & Huron St,41.895,-87.653,member,5733
end,LaSalle Dr & Huron St,41.895,-87.632,member,6605
end,Wells St & Institute Pl,41.897,-87.634,member,5420
end,Larrabee St & Kingsbury St,41.898,-87.643,member,19496
end,Public Rack - Spaulding Ave & Evergreen Ave,41.905,-87.71,member,284
end,Western Ave & Wabansia Ave,41.912,-87.688,member,847
end,Drake Ave & Armitage Ave,41.917,-87.715,member,241
end,St. Louis Ave & Fullerton Ave,41.925,-87.714,member,1921
end,Lincoln Ave & Winona St,41.975,-87.693,member,1921
end,Western Ave & Granville Ave,41.994,-87.689,member,1105
end,North Boundary Park,42.013,-87.709,member,411
end,Clark St & Eddy St,41.946,-87.656,member,3031
end,Bernard St & Peterson Ave,41.99,-87.715,member,271
end,Public Rack - Lowell Ave & Elston Ave,41.966,-87.737,member,17
end,Clark St & 9th St (AMLI),41.871,-87.631,member,2562
end,Public Rack - Walden Pkwy & 103rd St,41.706,-87.669,member,11
end,South Shore Dr & 71st St,41.766,-87.566,member,692
end,Halsted St & 18th St,41.858,-87.646,member,2714
end,Artesian Ave & Hubbard St,41.89,-87.688,member,3603
end,St Clair St & Ohio St,41.892,-87.623,member,2403
